Run,RMSE_Train,MAE_Train,R2_Train,RMSE_Val,MAE_Val,R2_Val,RMSE_Test,MAE_Test,R2_Test
273.15,0.0060443808324635,0.0041221403516829,0.994119167327881,0.00531491171568632,0.00399652682244778,0.995694041252136,0.00179525034036487,0.00143410102464259,0.938029766082764
283.15,0.00535096228122711,0.0037319203838706,0.995418190956116,0.00481553841382265,0.00351283745840192,0.996447861194611,0.00171882298309356,0.00131273770239204,0.957288026809692
298.15,0.00502714002504945,0.00353182898834348,0.995976448059082,0.00465847831219435,0.00354687217622995,0.99671733379364,0.0113153094425797,0.00825874041765928,0.294785857200623
313.15,0.005167156457901,0.00343761593103409,0.995730340480804,0.00494367117062211,0.00347405136562884,0.996208667755127,0.00949904788285494,0.00640174932777882,0.986205279827118
333.15,0.00506339455023408,0.0034712974447757,0.995945513248444,0.00445623137056828,0.00330491526983678,0.997021853923798,0.0293406341224909,0.024855786934495,0.726893305778503
Mean,0.00533060682937503,0.00365896061994135,0.995437932014465,0.00483776619657874,0.00356704061850905,0.996417951583862,0.0107338129542768,0.00845262308139354,0.78064044713974
Std,0.000418359354888631,0.000282945216173657,0.000770173837284531,0.000322912818421509,0.000257468370664748,0.000505734173720688,0.0112832234170556,0.00966365708619975,0.290334334573007
