Hour,P_el,P_fc,m_H2_prev,m_dot_el,m_dot_fc,eta_el,i_sol,V_cell,eta_F,P_comp,m_H2,P_tank_bar
80,707.106781186548,200,70.7379920793325,11.9825269117473,12.2461225714408,0.594581842261407,1.91748609549275,2.10390256550108,0.997926878317739,35.4118292358437,76.3971239148508,182.764883487528
81,866.025403784438,200,76.3971239148508,14.4129825561667,12.2461225714408,0.583956030209448,2.30560985558189,2.14293485821988,0.998275865281207,43.3869109089783,76.1335282551573,182.134283439215
82,965.925826289068,200,76.1335282551573,15.9132699045333,12.2461225714408,0.578064855709476,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317592,78.3003882398832,187.318063827121
83,1000,200,78.3003882398832,16.4205051423601,12.2461225714408,0.576167304331353,2.62619468765085,2.17236131654253,0.998486333850764,50.1102157644945,81.9675355729756,196.090982501537
84,965.925826289068,200,81.9675355729756,15.9132699045333,12.2461225714408,0.578064855709476,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317592,86.1419181438949,206.077360327183
85,866.025403784438,200,86.1419181438949,14.4129825561667,12.2461225714408,0.583956030209448,2.30560985558189,2.14293485821988,0.998275865281207,43.3869109089783,89.8090654769874,214.850279001599
86,707.106781186549,125,89.8090654769874,11.9825269117473,7.65382660715051,0.594581842261407,1.91748609549276,2.10390256550108,0.997926878317739,35.4118292358437,91.9759254617133,220.034059389505
87,500.000000000003,125,91.9759254617133,8.72066247837864,7.65382660715051,0.611938950630873,1.39659319555979,2.04264330380187,0.997153657906513,25.0185004489338,96.3046257663101,230.389611618196
88,258.81904510252,0,96.3046257663101,4.74267975681639,0,0.642826566666791,0.761342099738554,1.93986368892603,0.994778717738891,12.9152127292883,97.3714616375382,232.941803686613
89,8.57252759403147e-13,0,97.3714616375382,0,0,0,4.05891018091761e-15,1.26848464049447,0,0,102.114141394355,244.287719196983
90,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
91,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
92,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
93,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
94,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
95,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
96,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
97,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
98,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
99,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
100,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
101,0,0,102.114141394355,0,0,0,0,0,0,0,102.114141394355,244.287719196983
102,258.819045102518,0,102.114141394355,4.74267975681636,0,0.642826566666791,0.761342099738549,1.93986368892603,0.994778717738891,12.9152127292882,102.114141394355,244.287719196983
103,499.999999999999,0,102.114141394355,8.72066247837856,0,0.611938950630873,1.39659319555978,2.04264330380186,0.997153657906513,25.0185004489336,106.856821151171,255.633634707354
104,707.106781186547,150,106.856821151171,11.9825269117473,9.18459192858061,0.594581842261407,1.91748609549275,2.10390256550108,0.997926878317739,35.4118292358437,115.57748362955,276.496080570778
105,866.025403784439,150,115.57748362955,14.4129825561667,9.18459192858061,0.583956030209448,2.30560985558189,2.14293485821988,0.998275865281207,43.3869109089784,118.375418612716,283.189582040468
106,965.925826289068,200,118.375418612716,15.9132699045333,12.2461225714408,0.578064855709476,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317592,123.603809240302,295.697463946378
107,1000,200,123.603809240302,16.4205051423601,12.2461225714408,0.576167304331353,2.62619468765085,2.17236131654253,0.998486333850764,50.1102157644945,127.270956573395,304.470382620793
108,965.925826289069,200,127.270956573395,15.9132699045333,12.2461225714408,0.578064855709477,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317592,131.445339144314,314.45676044644
109,866.025403784439,200,131.445339144314,14.4129825561667,12.2461225714408,0.583956030209448,2.30560985558189,2.14293485821988,0.998275865281207,43.3869109089783,135.112486477407,323.229679120855
110,707.106781186546,200,135.112486477407,11.9825269117473,12.2461225714408,0.594581842261407,1.91748609549275,2.10390256550107,0.997926878317739,35.4118292358436,137.279346462132,328.413459508761
111,500,200,137.279346462132,8.72066247837859,12.2461225714408,0.611938950630873,1.39659319555979,2.04264330380186,0.997153657906513,25.0185004489337,137.015750802439,327.782859460448
112,258.819045102523,0,137.015750802439,4.74267975681645,0,0.64282656666679,0.761342099738564,1.93986368892603,0.994778717738892,12.9152127292885,133.490290709377,319.348899251859
113,1.10218211923262e-12,0,133.490290709377,0,0,0,5.2185988040369e-15,1.26848464049448,0,0,138.232970466193,330.69481476223
114,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
115,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
116,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
117,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
118,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
119,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
120,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
121,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
122,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
123,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
124,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
125,0,0,138.232970466193,0,0,0,0,0,0,0,138.232970466193,330.69481476223
126,258.819045102521,0,138.232970466193,4.74267975681641,0,0.64282656666679,0.761342099738558,1.93986368892603,0.994778717738892,12.9152127292884,138.232970466193,330.69481476223
127,499.999999999998,0,138.232970466193,8.72066247837855,0,0.611938950630873,1.39659319555978,2.04264330380186,0.997153657906513,25.0185004489336,142.97565022301,342.040730272601
128,707.106781186545,300,142.97565022301,11.9825269117472,18.3691838571612,0.594581842261408,1.91748609549275,2.10390256550107,0.997926878317739,35.4118292358435,151.696312701388,403.168045750242
129,866.025403784437,300,151.696312701388,14.4129825561667,18.3691838571612,0.583956030209448,2.30560985558189,2.14293485821988,0.998275865281207,43.3869109089783,145.309655755974,347.624373051705
130,965.925826289068,300,145.309655755974,15.9132699045333,18.3691838571612,0.578064855709477,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317591,141.35345445498,338.159950403605
131,1000,300,141.35345445498,16.4205051423601,18.3691838571612,0.576167304331353,2.62619468765085,2.17236131654253,0.998486333850764,50.1102157644945,138.897540502352,332.284666042014
132,965.925826289068,300,138.897540502352,15.9132699045333,18.3691838571612,0.578064855709476,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317591,136.94886178755,327.622840831654
133,866.025403784441,0,136.94886178755,14.4129825561668,0,0.583956030209448,2.3056098555819,2.14293485821988,0.998275865281207,43.3869109089784,134.492947834923,321.747556470063
134,707.106781186549,0,134.492947834923,11.9825269117473,0,0.594581842261407,1.91748609549276,2.10390256550108,0.997926878317739,35.4118292358438,148.905930391089,356.227742929982
135,500.000000000001,0,148.905930391089,8.72066247837859,0,0.611938950630873,1.39659319555979,2.04264330380186,0.997153657906513,25.0185004489337,160.888457302837,427.59829661939
136,258.81904510252,0,160.888457302837,4.7426797568164,0,0.64282656666679,0.761342099738556,1.93986368892603,0.994778717738891,12.9152127292883,169.609119781215,450.775474669699
137,0,0,169.609119781215,0,0,0,0,0,0,0,174.351799538032,463.380243336284
138,0,75,174.351799538032,0,4.59229596429031,0,0,0,0,0,174.351799538032,463.380243336284
139,0,75,174.351799538032,0,4.59229596429031,0,0,0,0,0,169.759503573741,451.175154389433
140,0,75,169.759503573741,0,4.59229596429031,0,0,0,0,0,165.167207609451,438.970065442583
141,0,75,165.167207609451,0,4.59229596429031,0,0,0,0,0,160.574911645161,426.764976495733
142,0,75,160.574911645161,0,4.59229596429031,0,0,0,0,0,155.98261568087,414.559887548883
143,0,75,155.98261568087,0,4.59229596429031,0,0,0,0,0,151.39031971658,402.354798602032
144,0,75,151.39031971658,0,4.59229596429031,0,0,0,0,0,146.79802375229,351.184996665447
145,0,75,146.79802375229,0,4.59229596429031,0,0,0,0,0,142.205727787999,340.198844388442
146,0,75,142.205727787999,0,4.59229596429031,0,0,0,0,0,137.613431823709,329.212692111437
147,0,75,137.613431823709,0,4.59229596429031,0,0,0,0,0,133.021135859419,318.226539834433
148,0,75,133.021135859419,0,4.59229596429031,0,0,0,0,0,128.428839895128,307.240387557428
149,0,75,128.428839895128,0,4.59229596429031,0,0,0,0,0,123.836543930838,296.254235280423
150,258.819045102521,75,123.836543930838,4.74267975681641,4.59229596429031,0.64282656666679,0.761342099738557,1.93986368892603,0.994778717738891,12.9152127292884,119.244247966548,285.268083003418
151,499.999999999995,75,119.244247966548,8.7206624783785,4.59229596429031,0.611938950630874,1.39659319555977,2.04264330380186,0.997153657906512,25.0185004489334,119.394631759074,285.627846236783
152,707.10678118655,75,119.394631759074,11.9825269117473,4.59229596429031,0.594581842261407,1.91748609549276,2.10390256550108,0.997926878317739,35.4118292358438,123.522998273162,295.504139823203
153,866.025403784437,200,123.522998273162,14.4129825561667,12.2461225714408,0.583956030209448,2.30560985558189,2.14293485821988,0.998275865281207,43.3869109089783,130.913229220619,313.183793569898
154,965.925826289068,200,130.913229220619,15.9132699045333,12.2461225714408,0.578064855709477,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317591,133.080089205345,318.367573957804
155,1000,200,133.080089205345,16.4205051423601,12.2461225714408,0.576167304331353,2.62619468765085,2.17236131654253,0.998486333850764,50.1102157644945,136.747236538437,327.140492632219
156,965.92582628907,200,136.747236538437,15.9132699045333,12.2461225714408,0.578064855709477,2.54519339548282,2.16512587633024,0.998438161120858,48.4002568317592,140.921619109357,337.126870457866
157,866.025403784441,200,140.921619109357,14.4129825561668,12.2461225714408,0.583956030209448,2.3056098555819,2.14293485821988,0.998275865281207,43.3869109089784,144.588766442449,345.899789132282
158,707.106781186549,200,144.588766442449,11.9825269117473,12.2461225714408,0.594581842261407,1.91748609549276,2.10390256550108,0.997926878317739,35.4118292358438,146.755626427175,351.083569520188
159,500.000000000001,200,146.755626427175,8.72066247837859,12.2461225714408,0.611938950630873,1.39659319555979,2.04264330380186,0.997153657906513,25.0185004489337,146.492030767482,350.452969471874
160,258.81904510252,0,146.492030767482,4.7426797568164,0,0.64282656666679,0.761342099738556,1.93986368892603,0.994778717738891,12.9152127292883,142.966570674419,342.019009263286
161,5.14475451769206e-12,0,142.966570674419,0,0,0,2.43593225698318e-14,1.26848464049473,0,0,147.709250431236,353.364924773656
162,0,0,147.709250431236,0,0,0,0,0,0,0,147.709250431236,353.364924773656
163,0,0,147.709250431236,0,0,0,0,0,0,0,147.709250431236,353.364924773656
164,0,0,147.709250431236,0,0,0,0,0,0,0,147.709250431236,353.364924773656
165,0,0,147.709250431236,0,0,0,0,0,0,0,147.709250431236,353.364924773656
166,0,0,147.709250431236,0,0,0,0,0,0,0,147.709250431236,353.364924773656
167,0,0,147.709250431236,0,0,0,0,0,0,0,147.709250431236,353.364924773656
