Hour,P_el,P_fc,m_dot_el,m_dot_fc,eta_el,i_model,V,eta_F,P_comp,m_H2,P_tank_bar
3218,0,94.843,0,5.17377192264681,0,0,0,0,0,271.316605267367,546.401945324502
3219,9.334,100.537,0.213445611854062,5.48438480211658,0.810192419646924,0.035282362307278,1.49472905213632,0.966077807833212,0.55319426721348,266.142833344721,535.982534981321
3220,101.128,116.565,2.19707631962102,6.35872678176908,0.766895271132751,0.352051858057815,1.62900913030015,0.996600344389919,5.64096742930039,260.871894154458,525.367440396865
3221,329.774,130.001,6.46732716404007,7.091672803644,0.688029720670413,1.03397576729074,1.81981963997634,0.998842472800478,16.4793734722119,256.71024369231,516.98633189067
3222,670.83,138.434,11.8093071125428,7.55170062460791,0.614264338743805,1.88704599249493,2.03942483965099,0.999365752038347,30.0566696354389,256.085898052706,515.728968111928
3223,1064.666,140.574,17.0621039066594,7.66843957122985,0.557037260215082,2.72587440205584,2.24938384042215,0.999560928018773,43.7649511377018,260.343504540641,524.303321550935
3224,1402.632,142.168,21.0522754947201,7.7553937211903,0.520634210061288,3.36307195952408,2.40686238074917,0.999644118505732,54.9058447087055,269.73716887607,543.22113331386
3225,1616.506,145.105,23.3872675175834,7.91560974279246,0.501566023451826,3.73595096506066,2.49845356629056,0.999679638441329,62.3783479782817,283.0340506496,569.999597760026
3226,1695.407,143.707,24.2070500428562,7.83934757112075,0.495214264062987,3.86686348629707,2.53052689846418,0.999690484270126,66.1708562168401,298.505708424391,601.157823026814
3227,1673.919,140.995,15.3332145499937,7.69140550418678,0.497082339275194,3.82799756159553,2.52100905102705,0.999687341735456,67.1246527347184,314.873410896127,634.120584234281
3228,1574.94,136.104,7.69140550418678,7.42459700515506,0.505426787831236,3.65806471742354,2.47935190566958,0.999672817413922,64.8466502535855,322.515219941934,649.510351197909
3229,1432.246,133.937,7.42459700515508,7.30638518397294,0.518274282146976,3.40765539796025,2.41783313222144,0.999648774616412,60.4288362904773,322.782028440965,650.047674310721
3230,1229.721,132.175,7.30638518397296,7.21026648119357,0.538667589892734,3.0359942441652,2.32619681731506,0.999605778213649,53.8446953307066,322.900240262147,650.285739979391
3231,926.001,131.143,7.21026648119357,7.15396994244879,0.575503051955369,2.43541892400271,2.17709526584033,0.999508562957079,43.1948548709237,322.996358964927,650.479312525859
3232,575.611,129.458,7.15396994244878,7.06205165971142,0.63237276928521,1.65622095261435,1.98084928011494,0.999277357847456,29.3704403973807,323.052655503672,650.592687592803
3233,263.967,126.74,5.28482485518322,6.91378228731964,0.707435813566445,0.845139882348174,1.76944079604044,0.998583837895615,14.9787397997513,323.144573786409,650.777800953075
3234,76.82,120.825,1.68357480616327,6.59111365682023,0.778714773056259,0.27004989325245,1.60262188918196,0.995568022412929,4.76081962874501,321.515616354273,647.497258986641
3235,4.23,115.192,0.0939507838455293,6.28382838283828,0.789521181575159,0.0162000218974182,1.47042235310274,0.926120157005685,0.263824425933534,316.608077503616,637.614012909195
3236,0,111.368,0,6.07522570438862,0,0,0,0,0,310.418199904623,625.148276954415
3237,0,103.297,0,5.63494531271309,0,0,0,0,0,304.342974200234,612.913437365839
3238,0,96.69,0,5.27452745274527,0,0,0,0,0,298.708028887521,601.56527429403
3239,0,92.079,0,5.02299320841175,0,0,0,0,0,293.433501434776,590.942953341697
3240,0,87.404,0,4.76796770586149,0,0,0,0,0,288.410508226364,580.827194825099
3241,0,86.338,0,4.70981643618907,0,0,0,0,0,283.642540520503,571.225029756138
3242,0,86.329,0,4.70932547800235,0,0,0,0,0,278.932724084313,561.739974979196
3243,9.535,86.009,0.217909575862929,4.69186918691869,0.810388233376924,0.035995220614321,1.49540705409469,0.966749611368973,0.572720114411707,274.223398606311,552.255908938303
3244,104.886,90.709,2.27205849747471,4.94825846220986,0.765234136924353,0.364025894644357,1.63272849052264,0.996712170502445,5.92581766260648,269.749438995255,543.24584399084
3245,328.693,98.291,6.44344102359595,5.36186345907318,0.688408068730556,1.03016134728087,1.81881166524839,0.998838186777785,16.7270323255129,267.07323903052,537.856270192481
3246,663.832,106.865,11.6989825085324,5.82958295829583,0.615605530350593,1.86942806137277,2.03496946663028,0.999359774735912,30.427867344922,268.154816595043,540.034449020468
3247,1022.137,113.613,16.5162880516406,6.19769249652238,0.56244384376523,2.63871210289906,2.22772894541577,0.999546424533025,43.3941675138471,274.02421614528,551.854777263834
3248,1332.028,117.73,20.2329351300991,6.42227859149551,0.527692902795434,3.2322300477041,2.37463272464482,0.999629712286372,54.0806857310681,284.342811700398,572.635299262394
3249,1534.481,119.895,22.4850163056878,6.54038131085836,0.508757492211686,3.59186887341255,2.46310536986837,0.999666787648306,61.430273590745,298.153468239001,600.448449848829
3250,1587.595,117.758,16.1085222122896,6.42380601696533,0.504273899694876,3.68119173987844,2.48502539397981,0.999674872932773,64.4771502078441,314.098103233831,632.559199465789
3251,1573.763,113.698,6.42380601696533,6.20232932384147,0.505538176917307,3.65583611182957,2.4788051165729,0.999672617962711,64.9224743173755,323.782819429155,652.063157816684
3252,1485.865,110.808,6.20232932384147,6.04467719499223,0.513323648892497,3.5025860981489,2.44117462044716,0.99965829388893,62.2193559260988,324.004296122279,652.509187634312
3253,1341.63,108.446,6.04467719499223,5.91582794643101,0.527067132743851,3.24368001233369,2.37745515928531,0.999631019376222,57.631320564501,324.161948251128,652.826681765579
3254,1174.766,107.826,5.91582794643102,5.88200638245643,0.544724679948884,2.93127662787084,2.30029816045421,0.999591694941751,52.0880958935288,324.290797499689,653.086170048643
3255,894.621,107.465,5.88200638245644,5.86231350407768,0.579865210631066,2.36970968185817,2.1606881477908,0.999494935990071,42.1070967212083,324.324619063664,653.154282976458
3256,571.569,106.452,5.86231350407769,5.80705343261599,0.633169143932527,1.64641095704712,1.9783493230989,0.999273052047447,29.2491955976068,324.344311942043,653.193942277976
3257,269.602,105.648,5.38488011203307,5.76319450126831,0.705737285113183,0.861117883261056,1.7737460590237,0.998610114715359,15.2891587771099,324.399572013504,653.305230013261
3258,77.825,101.692,1.70421829616877,5.54739110274664,0.77822332271799,0.273346488679194,1.60372004586743,0.995621472658863,4.83618798017723,324.021257624269,652.543346242754
3259,4.096,97.365,0.0907797429824214,5.31134931674986,0.787985372099277,0.0156936327740406,1.46949591502288,0.923736263520485,0.25622207932192,320.178084817691,644.803616875054
3260,0,95.993,0,5.23650546872869,0,0,0,0,0,314.957515243924,634.289961184878
3261,0,88.576,0,4.83190137195538,0,0,0,0,0,309.721009775195,623.744212346557
3262,0,83.914,0,4.5775850312304,0,0,0,0,0,304.88910840324,614.013291872114
3263,0,79.857,0,4.35627199083545,0,0,0,0,0,300.311523372009,604.794536671017
3264,0,76.834,0,4.19136459100455,0,0,0,0,0,295.955251381174,596.021481708864
3265,0,76.056,0,4.14892398330742,0,0,0,0,0,291.763886790169,587.580532199592
3266,0,75.654,0,4.12699451763358,0,0,0,0,0,287.614962806862,579.225053428771
3267,9.735,75.066,0.2223179943411,4.09491858276737,0.810565263265224,0.0366992087573356,1.49606685920485,0.967387441996376,0.593405748181802,283.487968289228,570.913738201469
3268,110.378,77.409,2.38167894071732,4.2227313640455,0.762832327542046,0.381531377088216,1.63811709626823,0.996863023210778,6.31665358343377,279.615367700802,563.114744502223
3269,359.6,83.446,6.96381201012663,4.55205520552055,0.680282726546322,1.11326031038983,1.84069547565545,0.998924909957612,18.4126594425355,277.774315277474,559.407066438953
3270,734.105,90.754,12.6887014555333,4.9507132531435,0.60380090861996,2.02747803032548,2.07485779123735,0.999409682839279,33.6846901340666,280.18607208208,564.264080658144
3271,1126.872,97.058,17.8017780767615,5.29460218749148,0.549885151199523,2.8439942783844,2.27868213662917,0.999579164035813,47.8589333547904,287.92406028447,579.847541915583
3272,1437.057,102.049,21.4070458897248,5.56686577748684,0.517639231225839,3.4197258713096,2.4208023839475,0.999650014322982,58.6899898047508,300.43123617374,605.035625150217
3273,1616.588,105.787,13.9352091601427,5.77077707770777,0.501833245507189,3.73051956348027,2.49712199532025,0.999679172015072,65.5468510861446,316.271416285978,636.936014067026
3274,1658.617,104.731,5.77077707770775,5.71317131713171,0.498406945828854,3.80062366837335,2.51430334998472,0.99968508982243,67.5561832331824,324.435848368413,653.378286621321
3275,1600.81,101.546,5.7131713171317,5.53942666993972,0.503230366234784,3.70222103563833,2.49018311564819,0.999676719714257,65.8118158282014,324.493454128989,653.494298317729
3276,1438.668,99.193,5.5394266699397,5.41106837956523,0.517686285599258,3.41883043387153,2.42058212652611,0.99964992265705,60.787286331487,324.667198776181,653.844201019489
3277,1244.702,97.502,5.41106837956522,5.31882279137004,0.537075824811617,3.06392958748837,2.3330995009077,0.999609372526323,54.4846435343205,324.795557066555,654.102700566503
3278,1025.021,97.598,5.31882279137005,5.32405967869514,0.562525437044278,2.63741043750753,2.22740531858619,0.999546200675759,46.9030910394635,324.88780265475,654.288473084141
3279,766.735,98.024,5.32405967869516,5.34729836620026,0.598938587014025,2.09458096150255,2.09174154632246,0.999428594503491,37.2448837847325,324.882565767425,654.277926566286
3280,491.126,98.964,5.34729836620028,5.39857622125849,0.649641622102659,1.44965719430657,1.92799541263771,0.999174387517969,25.7697519833665,324.85932707992,654.231126393303
3281,235.19,100.698,4.76461885349037,5.49316749856804,0.716452617554704,0.762067265959739,1.74690166912225,0.998429462689519,13.5357796150646,324.808049224862,654.127858405971
3282,69.624,100.773,1.53222940993762,5.49725881679077,0.782363792386948,0.245881279276649,1.59444911073841,0.995132386337802,4.34847634953592,324.079500579784,652.660641180023
3283,3.894,99.764,0.0860437128671472,5.44221694896762,0.785457605173374,0.0149373277493197,1.46806254590357,0.919874886969644,0.24283292112373,320.114471172931,644.675505957508
3284,0,100.67,0,5.49164007309822,0,0,0,0,0,314.758297936831,633.888759334255
3285,0,93.586,0,5.10520142923383,0,0,0,0,0,309.266657863732,622.829197329173
3286,0,87.31,0,4.76283992035567,0,0,0,0,0,304.161456434499,612.547880454159
3287,0,83.681,0,4.56487466928511,0,0,0,0,0,299.398616514143,602.956042183933
