cond_id,T_degC,T_K,SOC_store,SOC_pct,t_h,Q_Ah,SOH_init,EFC,T_degC_n,SOC_store_n,t_h_n
TP_40C_38SOC,40,313.15,0.375,37.5,19190,2.73150522253323,0.912726047010149,0,0.205731333172674,-0.369954537000163,1.63002033617177
TP_40C_38SOC,40,313.15,0.375,37.5,20163,2.72411982457652,0.910258233649582,0,0.205731333172674,-0.369954537000163,1.78180078296332
TP_40C_38SOC,40,313.15,0.375,37.5,21241,2.71544149645906,0.90735839071611,0,0.205731333172674,-0.369954537000163,1.94996041466043
TP_40C_50SOC,40,313.15,0.5,50,0,2.98963756864357,1,0,0.205731333172674,0,-1.36347069561629
TP_40C_50SOC,40,313.15,0.5,50,160.33,2.98246573057286,0.997601101168272,0,0.205731333172674,0,-1.33846046022668
TP_40C_50SOC,40,313.15,0.5,50,276.98,2.97447020062843,0.994926686708041,0,0.205731333172674,0,-1.32026396575779
TP_40C_50SOC,40,313.15,0.5,50,408.99,2.96553829141535,0.99193906395846,0,0.205731333172674,0,-1.29967143052556
TP_40C_50SOC,40,313.15,0.5,50,708.11,2.95351738009719,0.987918204893723,0,0.205731333172674,0,-1.25301103253555
TP_40C_50SOC,40,313.15,0.5,50,1009.1,2.94325058871135,0.984484079134292,0,0.205731333172674,0,-1.20605892906197
TP_40C_50SOC,40,313.15,0.5,50,1285.6,2.93419185873499,0.981454036271783,0,0.205731333172674,0,-1.16292707547732
TP_40C_50SOC,40,313.15,0.5,50,1945,2.92008771936436,0.976736360952687,0,0.205731333172674,0,-1.06006579427039
TP_40C_50SOC,40,313.15,0.5,50,2579.2,2.90808062407934,0.972720123194989,0,0.205731333172674,0,-0.961135517440793
TP_40C_50SOC,40,313.15,0.5,50,3286.7,2.89622595209746,0.968754869310633,0,0.205731333172674,0,-0.85077100962474
TP_40C_50SOC,40,313.15,0.5,50,3872.7,2.88719039810577,0.965732578553232,0,0.205731333172674,0,-0.759359558627981
TP_40C_50SOC,40,313.15,0.5,50,4483,2.87829752999192,0.962758014610391,0,0.205731333172674,0,-0.664157496267363
TP_40C_50SOC,40,313.15,0.5,50,5118.6,2.86967977215158,0.959875471946783,0,0.205731333172674,0,-0.565008830305691
TP_40C_50SOC,40,313.15,0.5,50,5753.1,2.86085917234156,0.956925080935333,0,0.205731333172674,0,-0.466031755804934
TP_40C_50SOC,40,313.15,0.5,50,6388.1,2.85206209166006,0.953982556806734,0,0.205731333172674,0,-0.366976685185579
TP_40C_50SOC,40,313.15,0.5,50,7026.7,2.8450704886893,0.951643944580258,0,0.205731333172674,0,-0.26736004251232
TP_40C_50SOC,40,313.15,0.5,50,7663.4,2.83774687033317,0.949194276957352,0,0.205731333172674,0,-0.168039785089732
TP_40C_50SOC,40,313.15,0.5,50,8300.1,2.8320053196502,0.947273793102323,0,0.205731333172674,0,-0.0687195276671444
TP_40C_50SOC,40,313.15,0.5,50,9031.6,2.82060513699998,0.943460560766139,0,0.205731333172674,0,0.0453887938416083
TP_40C_50SOC,40,313.15,0.5,50,9665.8,2.81525729814096,0.94167176906941,0,0.205731333172674,0,0.144319070671206
TP_40C_50SOC,40,313.15,0.5,50,10302,2.80893840283054,0.939558169957365,0,0.205731333172674,0,0.243561331975196
TP_40C_50SOC,40,313.15,0.5,50,10939,2.80236478854221,0.937359370224155,0,0.205731333172674,0,0.342928387068942
TP_40C_50SOC,40,313.15,0.5,50,11575,2.79476556167363,0.934817514666717,0,0.205731333172674,0,0.442139449925493
TP_40C_50SOC,40,313.15,0.5,50,12211,2.78920391550237,0.932957206838908,0,0.205731333172674,0,0.541350512782044
TP_40C_50SOC,40,313.15,0.5,50,12844,2.78487941707447,0.931510710958184,0,0.205731333172674,0,0.640093598927007
TP_40C_50SOC,40,313.15,0.5,50,13481,2.77800720584352,0.929212033920196,0,0.205731333172674,0,0.739460654020753
TP_40C_50SOC,40,313.15,0.5,50,14119,2.77225856618105,0.92728917888159,0,0.205731333172674,0,0.838983701351695
TP_40C_50SOC,40,313.15,0.5,50,14695,2.76634845490801,0.925312313413004,0,0.205731333172674,0,0.928835229976496
TP_40C_50SOC,40,313.15,0.5,50,15148,2.77112745687444,0.926910835593938,0,0.205731333172674,0,0.999499713426209
TP_40C_50SOC,40,313.15,0.5,50,15811,2.75850594583496,0.922689082705943,0,0.205731333172674,0,1.10292256668705
TP_40C_50SOC,40,313.15,0.5,50,17001,2.74719228674489,0.918904791523382,0,0.205731333172674,0,1.28855332895009
