T_degC,T_K,SOC_store,SOC_pct,t_h,source_col,TP_0C_50SOC,TP_10C_50SOC,TP_25C_0SOC,TP_25C_100SOC,TP_25C_50SOC,TP_40C_0SOC,TP_40C_100SOC,TP_40C_12_5SOC,TP_40C_25SOC,TP_40C_37_5SOC,TP_40C_50SOC,TP_40C_62_5SOC,TP_40C_75SOC,TP_40C_87_5SOC,TP_60C_0SOC,TP_60C_100SOC,TP_60C_50SOC
40,313.15,1,100,7026.7,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.7563519416635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,7026.7,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87656650690085,NaN,NaN
60,333.15,0.5,50,7026.7,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.64289182882817
60,333.15,1,100,7026.7,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.56146589940827,NaN
0,273.15,0.5,50,7663.4,"TP_0°C,50%SOC",2.96500105659552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,7663.4,"TP_10°C,50%SOC",NaN,2.9441096486201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,7663.4,"TP_25°C,0%SOC",NaN,NaN,2.96716279236208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,7663.4,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.91445668426592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,7663.4,"TP_25°C,100%SOC",NaN,NaN,NaN,2.78866810784854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,7663.4,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.94967149683911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,7663.4,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90711411757997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,7663.4,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87692671312928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,7663.4,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83809573734448,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,7663.4,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83774687033317,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,7663.4,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83014804701446,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,7663.4,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80185038637231,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,7663.4,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.74491559967219,NaN,NaN,NaN
40,313.15,1,100,7663.4,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.74786892830153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,7663.4,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86731880644848,NaN,NaN
60,333.15,0.5,50,7663.4,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.62464846027452
60,333.15,1,100,7663.4,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.54360132537163,NaN
0,273.15,0.5,50,8300.1,"TP_0°C,50%SOC",2.96380112341537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,8300.1,"TP_10°C,50%SOC",NaN,2.943116692683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,8300.1,"TP_25°C,0%SOC",NaN,NaN,2.96591064045195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,8300.1,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.9121334183245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,8300.1,"TP_25°C,100%SOC",NaN,NaN,NaN,2.7814245912565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,8300.1,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.94678478001385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,8300.1,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90194525279269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,8300.1,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87079447489836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,8300.1,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83266275806325,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,8300.1,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8320053196502,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,8300.1,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.82430391011962,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,8300.1,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79331011984973,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,8300.1,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73756212836943,NaN,NaN,NaN
40,313.15,1,100,8300.1,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.74042249266808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,8300.1,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85846775355589,NaN,NaN
60,333.15,0.5,50,8300.1,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.61095743104592
60,333.15,1,100,8300.1,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.52991580437002,NaN
0,273.15,0.5,50,9031.6,"TP_0°C,50%SOC",2.95698458679776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,9031.6,"TP_10°C,50%SOC",NaN,2.93690629528863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,9031.6,"TP_25°C,0%SOC",NaN,NaN,2.9607811096136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,9031.6,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.90513937902036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,9031.6,"TP_25°C,100%SOC",NaN,NaN,NaN,2.76979493787247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,9031.6,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.93929676500226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,9031.6,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89194863143169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,9031.6,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85962669322762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,9031.6,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.82174508782412,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,9031.6,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.82060513699998,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,9031.6,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81387776952565,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,9031.6,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78787555027406,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,9031.6,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.72936820319926,NaN,NaN,NaN
40,313.15,1,100,9031.6,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.73067152347033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,9031.6,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8412109538652,NaN,NaN
60,333.15,0.5,50,9031.6,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.59190744215712
60,333.15,1,100,9031.6,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.51153016296106,NaN
0,273.15,0.5,50,9665.8,"TP_0°C,50%SOC",2.95779563543141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,9665.8,"TP_10°C,50%SOC",NaN,2.93631175475028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,9665.8,"TP_25°C,0%SOC",NaN,NaN,2.96012435615525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,9665.8,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.90264618242107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,9665.8,"TP_25°C,100%SOC",NaN,NaN,NaN,2.76087888231205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,9665.8,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.93767028290526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,9665.8,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88847994468534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,9665.8,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8553396418788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,9665.8,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81617189402308,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,9665.8,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81525729814096,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,9665.8,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80776357829081,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,9665.8,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78041028588457,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,9665.8,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.72020701628137,NaN,NaN,NaN
40,313.15,1,100,9665.8,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.72233658020748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,9665.8,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8334308975282,NaN,NaN
60,333.15,0.5,50,9665.8,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.57786372961529
60,333.15,1,100,9665.8,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.49729937522747,NaN
0,273.15,0.5,50,10302,"TP_0°C,50%SOC",2.95674529630389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,10302,"TP_10°C,50%SOC",NaN,2.93474024842446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,10302,"TP_25°C,0%SOC",NaN,NaN,2.95836012928635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,10302,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.89980162529789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,10302,"TP_25°C,100%SOC",NaN,NaN,NaN,2.75351670051921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,10302,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.93584928913963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,10302,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88372178742421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,10302,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85035728750016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,10302,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80979216184287,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,10302,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80893840283054,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,10302,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80177584038607,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,10302,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77372172149623,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,10302,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7128119144608,NaN,NaN,NaN
40,313.15,1,100,10302,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.71531254863028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,10302,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.82509794324031,NaN,NaN
60,333.15,0.5,50,10302,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.56608332647691
60,333.15,1,100,10302,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.48464792464254,NaN
0,273.15,0.5,50,10939,"TP_0°C,50%SOC",2.95472741524477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,10939,"TP_10°C,50%SOC",NaN,2.93326683130805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,10939,"TP_25°C,0%SOC",NaN,NaN,2.9571845682343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,10939,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.89470837900982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,10939,"TP_25°C,100%SOC",NaN,NaN,NaN,2.74326559795092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,10939,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.93317548636601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,10939,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87869786776903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,10939,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.84488255150425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,10939,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80372976025677,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,10939,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80236478854221,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,10939,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79477493029424,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,10939,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.76945765527354,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,10939,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.70498333282712,NaN,NaN,NaN
40,313.15,1,100,10939,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.70902111807689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,10939,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81607831247043,NaN,NaN
60,333.15,0.5,50,10939,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.55509551227479
60,333.15,1,100,10939,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.47321183589507,NaN
0,273.15,0.5,50,11575,"TP_0°C,50%SOC",2.95346787385952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,11575,"TP_10°C,50%SOC",NaN,2.93139222176062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,11575,"TP_25°C,0%SOC",NaN,NaN,2.95570116737193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,11575,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.89196664088605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,11575,"TP_25°C,100%SOC",NaN,NaN,NaN,2.73677113620812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,11575,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.93041926241196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,11575,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87325162667446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,11575,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83877939442901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,11575,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79756307758489,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,11575,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79476556167363,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,11575,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7892180665391,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,11575,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.76309607460062,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,11575,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.69782190596384,NaN,NaN,NaN
40,313.15,1,100,11575,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.70156453545954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,11575,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80599090638696,NaN,NaN
60,333.15,0.5,50,11575,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.54236520130719
60,333.15,1,100,11575,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.46019696783876,NaN
0,273.15,0.5,50,12211,"TP_0°C,50%SOC",2.95173609387575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,12211,"TP_10°C,50%SOC",NaN,2.92987069908431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,12211,"TP_25°C,0%SOC",NaN,NaN,2.95427538176763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,12211,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.88960681333003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,12211,"TP_25°C,100%SOC",NaN,NaN,NaN,2.72915108152826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,12211,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.92802764702082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,12211,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86839777861528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,12211,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83308175738204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,12211,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79163934478268,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,12211,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78920391550237,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,12211,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78225812798921,NaN,NaN,NaN,NaN,NaN
