cond_id,T_degC,T_K,SOC_store,SOC_pct,t_h,Q_Ah,SOH_init,EFC,source_col,T_degC_n,SOC_store_n,t_h_n,T_degC_trn,SOC_store_trn,t_h_trn
TP_25C_50SOC,25,298.15,0.5,50,4483,2.93261861901375,0.979787819349744,0,"TP_25°C,50%SOC",-0.748113938809723,0,-0.664157496267363,-0.747862006174591,0,-0.646181263613004
TP_40C_50SOC,40,313.15,0.5,50,3872.7,2.88719039810577,0.965732578553232,0,"TP_40°C,50%SOC",0.205731333172674,0,-0.759359558627981,0.205662051698013,0,-0.742078678648599
TP_40C_0SOC,40,313.15,0,0,14119,2.92006944108881,0.975046561068789,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,0.838983701351695,0.205662051698013,-1.47931980882235,0.867938826970303
TP_40C_50SOC,40,313.15,0.5,50,12844,2.78487941707447,0.931510710958184,0,"TP_40°C,50%SOC",0.205731333172674,0,0.640093598927007,0.205662051698013,0,0.667596037898726
TP_60C_100SOC,60,333.15,1,100,13481,2.42411618686404,0.810486351549411,0,"TP_60°C,100%SOC",1.4775250291492,1.47981814800065,0.739460654020753,1.47702746219482,1.47931980882235,0.767688866634879
TP_25C_100SOC,25,298.15,1,100,9031.6,2.76979493787247,0.924636389486785,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,0.0453887938416083,-0.747862006174591,1.47931980882235,0.0685475288348198
TP_0C_50SOC,0,273.15,0.5,50,12844,2.94995873451384,0.982286933190087,0,"TP_0°C,50%SOC",-2.33785605878038,0,0.640093598927007,-2.3370687692956,0,0.667596037898726
TP_60C_0SOC,60,333.15,0,0,1285.6,2.94910283760662,0.984323464340092,0,"TP_60°C,0%SOC",1.4775250291492,-1.47981814800065,-1.16292707547732,1.47702746219482,-1.47931980882235,-1.14859383912474
TP_40C_50SOC,40,313.15,0.5,50,14695,2.76634845490801,0.925312313413004,0,"TP_40°C,50%SOC",0.205731333172674,0,0.928835229976496,0.205662051698013,0,0.958446628150874
TP_40C_75SOC,40,313.15,0.75,75,6388.1,2.81685012264495,0.940000018178844,0,"TP_40°C,75%SOC",0.205731333172674,0.739909074000325,-0.366976685185579,0.205662051698013,0.739659904411175,-0.34682985384025
TP_25C_0SOC,25,298.15,0,0,15811,2.94372717594288,0.982563090711274,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,1.10292256668705,-0.747862006174591,-1.47931980882235,1.13380549293823
TP_0C_50SOC,0,273.15,0.5,50,6388.1,2.96768680521628,0.988190084308079,0,"TP_0°C,50%SOC",-2.33785605878038,0,-0.366976685185579,-2.3370687692956,0,-0.34682985384025
TP_60C_50SOC,60,333.15,0.5,50,408.99,2.90458541222055,0.971161662932755,0,"TP_60°C,50%SOC",1.4775250291492,0,-1.29967143052556,1.47702746219482,0,-1.28633697036241
TP_40C_62SOC,40,313.15,0.625,62.5,20163,2.71369651579637,0.905995723355455,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,1.78180078296332,0.205662051698013,0.369829952205587,1.81764221296921
TP_25C_0SOC,25,298.15,0,0,12211,2.95427538176763,0.98608389175606,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,0.541350512782044,-0.747862006174591,-1.47931980882235,0.568131735559661
TP_40C_62SOC,40,313.15,0.625,62.5,5118.6,2.86221976420161,0.955581750050308,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,-0.565008830305691,0.205662051698013,0.369829952205587,-0.546308419115832
TP_60C_100SOC,60,333.15,1,100,0,2.99094017096012,1,0,"TP_60°C,100%SOC",1.4775250291492,1.47981814800065,-1.36347069561629,1.47702746219482,1.47931980882235,-1.3506022231486
TP_10C_50SOC,10,283.15,0.5,50,12844,2.92785132351599,0.97753305968901,0,"TP_10°C,50%SOC",-1.70195921079212,0,0.640093598927007,-1.7013860640472,0,0.667596037898726
TP_40C_12SOC,40,313.15,0.125,12.5,6388.1,2.9175581661245,0.974454573278782,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,-0.366976685185579,0.205662051698013,-1.10948985661676,-0.34682985384025
TP_25C_100SOC,25,298.15,1,100,14119,2.7109830279297,0.905003299930316,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,0.838983701351695,-0.747862006174591,1.47931980882235,0.867938826970303
TP_40C_25SOC,40,313.15,0.25,25,5753.1,2.89599857878134,0.965618427930083,0,"TP_40°C,25%SOC",0.205731333172674,-0.739909074000325,-0.466031755804934,0.205662051698013,-0.739659904411175,-0.446608419377859
TP_25C_100SOC,25,298.15,1,100,4483,2.84221363711539,0.948811812614223,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,-0.664157496267363,-0.747862006174591,1.47931980882235,-0.646181263613004
TP_40C_100SOC,40,313.15,1,100,408.99,2.92245169644657,0.976253592714932,0,"TP_40°C,100%SOC",0.205731333172674,1.47981814800065,-1.29967143052556,0.205662051698013,1.47931980882235,-1.28633697036241
TP_40C_88SOC,40,313.15,0.875,87.5,2579.2,2.83421971266971,0.946888337277471,0,"TP_40°C,87.5%SOC",0.205731333172674,1.10986361100049,-0.961135517440793,0.205662051698013,1.10948985661676,-0.945328402306705
TP_10C_50SOC,10,283.15,0.5,50,408.99,2.98298325362221,0.995940170695786,0,"TP_10°C,50%SOC",-1.70195921079212,0,-1.29967143052556,-1.7013860640472,0,-1.28633697036241
TP_0C_50SOC,0,273.15,0.5,50,7026.7,2.96668499794046,0.987856499236159,0,"TP_0°C,50%SOC",-2.33785605878038,0,-0.26736004251232,-2.3370687692956,0,-0.246485614545262
TP_25C_50SOC,25,298.15,0.5,50,1285.6,2.9587201521966,0.98850834104087,0,"TP_25°C,50%SOC",-0.748113938809723,0,-1.16292707547732,-0.747862006174591,0,-1.14859383912474
TP_40C_25SOC,40,313.15,0.25,25,1285.6,2.95664488151565,0.985839842379368,0,"TP_40°C,25%SOC",0.205731333172674,-0.739909074000325,-1.16292707547732,0.205662051698013,-0.739659904411175,-1.14859383912474
TP_40C_12SOC,40,313.15,0.125,12.5,3286.7,2.94958876741385,0.985152685924378,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,-0.85077100962474,0.205662051698013,-1.10948985661676,-0.834157795821889
TP_25C_0SOC,25,298.15,0,0,19190,2.93902815468019,0.980994642081618,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,1.63002033617177,-0.747862006174591,-1.47931980882235,1.66475316687773
TP_25C_50SOC,25,298.15,0.5,50,9031.6,2.90513937902036,0.970607005841997,0,"TP_25°C,50%SOC",-0.748113938809723,0,0.0453887938416083,-0.747862006174591,0,0.0685475288348198
TP_60C_50SOC,60,333.15,0.5,50,15148,2.47934279917556,0.828979814364246,0,"TP_60°C,50%SOC",1.4775250291492,0,0.999499713426209,1.47702746219482,0,1.02962724262101
TP_60C_0SOC,60,333.15,0,0,12844,2.78647494161409,0.930043073727596,0,"TP_60°C,0%SOC",1.4775250291492,-1.47981814800065,0.640093598927007,1.47702746219482,-1.47931980882235,0.667596037898726
TP_40C_100SOC,40,313.15,1,100,14119,2.67455066247168,0.893441522510316,0,"TP_40°C,100%SOC",0.205731333172674,1.47981814800065,0.838983701351695,0.205662051698013,1.47931980882235,0.867938826970303
TP_40C_88SOC,40,313.15,0.875,87.5,4483,2.7954192962979,0.933925453144056,0,"TP_40°C,87.5%SOC",0.205731333172674,1.10986361100049,-0.664157496267363,0.205662051698013,1.10948985661676,-0.646181263613004
TP_40C_0SOC,40,313.15,0,0,708.11,2.99502206116749,1.00007414891395,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,-1.25301103253555,0.205662051698013,-1.47931980882235,-1.23933576638822
TP_40C_75SOC,40,313.15,0.75,75,4483,2.84202763699416,0.948401907848336,0,"TP_40°C,75%SOC",0.205731333172674,0.739909074000325,-0.664157496267363,0.205662051698013,0.739659904411175,-0.646181263613004
TP_40C_38SOC,40,313.15,0.375,37.5,7026.7,2.84524870714164,0.950733164925711,0,"TP_40°C,37.5%SOC",0.205731333172674,-0.369954537000163,-0.26736004251232,0.205662051698013,-0.369829952205587,-0.246485614545262
TP_40C_38SOC,40,313.15,0.375,37.5,17001,2.74787023499246,0.918194377441285,0,"TP_40°C,37.5%SOC",0.205731333172674,-0.369954537000163,1.28855332895009,0.205662051698013,-0.369829952205587,1.3207920960717
TP_40C_12SOC,40,313.15,0.125,12.5,2579.2,2.95745541845676,0.98778012080268,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,-0.961135517440793,0.205662051698013,-1.10948985661676,-0.945328402306705
TP_40C_100SOC,40,313.15,1,100,10939,2.70902111807689,0.904956479684125,0,"TP_40°C,100%SOC",0.205731333172674,1.47981814800065,0.342928387068942,0.205662051698013,1.47931980882235,0.368260341285899
TP_40C_25SOC,40,313.15,0.25,25,9665.8,2.8553396418788,0.952061439670213,0,"TP_40°C,25%SOC",0.205731333172674,-0.739909074000325,0.144319070671206,0.205662051698013,-0.739659904411175,0.168200389093011
TP_25C_0SOC,25,298.15,0,0,4483,2.97628191902321,0.993429277374131,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,-0.664157496267363,-0.747862006174591,-1.47931980882235,-0.646181263613004
TP_40C_12SOC,40,313.15,0.125,12.5,10302,2.88372178742421,0.963153337077041,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,0.243561331975196,0.205662051698013,-1.10948985661676,0.268167512549746
TP_25C_50SOC,25,298.15,0.5,50,2579.2,2.94712823679469,0.984635482347248,0,"TP_25°C,50%SOC",-0.748113938809723,0,-0.961135517440793,-0.747862006174591,0,-0.945328402306705
TP_40C_50SOC,40,313.15,0.5,50,1009.1,2.94325058871135,0.984484079134292,0,"TP_40°C,50%SOC",0.205731333172674,0,-1.20605892906197,0.205662051698013,0,-1.1920407263234
TP_40C_62SOC,40,313.15,0.625,62.5,18239,2.72863875208369,0.910984343893852,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,1.48167171859853,0.205662051698013,0.369829952205587,1.51532101597022
TP_25C_0SOC,25,298.15,0,0,8300.1,2.96591064045195,0.989967531458652,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,-0.0687195276671444,-0.747862006174591,-1.47931980882235,-0.0463942360325203
TP_40C_0SOC,40,313.15,0,0,0,2.9948,1,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,-1.36347069561629,0.205662051698013,-1.47931980882235,-1.3506022231486
TP_40C_0SOC,40,313.15,0,0,6388.1,2.95868926281518,0.987942187396547,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,-0.366976685185579,0.205662051698013,-1.47931980882235,-0.34682985384025
TP_60C_0SOC,60,333.15,0,0,708.11,2.96728658342394,0.990392661876828,0,"TP_60°C,0%SOC",1.4775250291492,-1.47981814800065,-1.25301103253555,1.47702746219482,-1.47931980882235,-1.23933576638822
TP_0C_50SOC,0,273.15,0.5,50,1009.1,2.98942405264463,0.99542822423952,0,"TP_0°C,50%SOC",-2.33785605878038,0,-1.20605892906197,-2.3370687692956,0,-1.1920407263234
TP_25C_100SOC,25,298.15,1,100,17001,2.68914287214055,0.897712434271423,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,1.28855332895009,-0.747862006174591,1.47931980882235,1.3207920960717
TP_40C_88SOC,40,313.15,0.875,87.5,0,2.9931931792705,1,0,"TP_40°C,87.5%SOC",0.205731333172674,1.10986361100049,-1.36347069561629,0.205662051698013,1.10948985661676,-1.3506022231486
TP_0C_50SOC,0,273.15,0.5,50,1285.6,2.98652927377801,0.994464311279692,0,"TP_0°C,50%SOC",-2.33785605878038,0,-1.16292707547732,-2.3370687692956,0,-1.14859383912474
TP_25C_100SOC,25,298.15,1,100,12211,2.72915108152826,0.911068313355562,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,0.541350512782044,-0.747862006174591,1.47931980882235,0.568131735559661
TP_60C_0SOC,60,333.15,0,0,5118.6,2.90190586020904,0.968570506624969,0,"TP_60°C,0%SOC",1.4775250291492,-1.47981814800065,-0.565008830305691,1.47702746219482,-1.47931980882235,-0.546308419115832
TP_40C_38SOC,40,313.15,0.375,37.5,20163,2.72411982457652,0.910258233649582,0,"TP_40°C,37.5%SOC",0.205731333172674,-0.369954537000163,1.78180078296332,0.205662051698013,-0.369829952205587,1.81764221296921
TP_0C_50SOC,0,273.15,0.5,50,18239,2.93764375519728,0.978186250992864,0,"TP_0°C,50%SOC",-2.33785605878038,0,1.48167171859853,-2.3370687692956,0,1.51532101597022
TP_40C_38SOC,40,313.15,0.375,37.5,4483,2.87825956198802,0.961763664448029,0,"TP_40°C,37.5%SOC",0.205731333172674,-0.369954537000163,-0.664157496267363,0.205662051698013,-0.369829952205587,-0.646181263613004
TP_40C_62SOC,40,313.15,0.625,62.5,8300.1,2.82430391011962,0.942923148970307,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,-0.0687195276671444,0.205662051698013,0.369829952205587,-0.0463942360325203
TP_60C_50SOC,60,333.15,0.5,50,11575,2.54236520130719,0.85005164809262,0,"TP_60°C,50%SOC",1.4775250291492,0,0.442139449925493,1.47702746219482,0,0.46819603842278
TP_40C_0SOC,40,313.15,0,0,17001,2.9068539654713,0.97063375366345,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,1.28855332895009,0.205662051698013,-1.47931980882235,1.3207920960717
TP_40C_75SOC,40,313.15,0.75,75,5753.1,2.82335386681587,0.942170357164845,0,"TP_40°C,75%SOC",0.205731333172674,0.739909074000325,-0.466031755804934,0.205662051698013,0.739659904411175,-0.446608419377859
TP_40C_12SOC,40,313.15,0.125,12.5,7026.7,2.91271432604751,0.972836747053393,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,-0.26736004251232,0.205662051698013,-1.10948985661676,-0.246485614545262
TP_40C_50SOC,40,313.15,0.5,50,4483,2.87829752999192,0.962758014610391,0,"TP_40°C,50%SOC",0.205731333172674,0,-0.664157496267363,0.205662051698013,0,-0.646181263613004
TP_10C_50SOC,10,283.15,0.5,50,1945,2.96934274110786,0.991385959958792,0,"TP_10°C,50%SOC",-1.70195921079212,0,-1.06006579427039,-1.7013860640472,0,-1.0449812625649
TP_60C_50SOC,60,333.15,0.5,50,17001,2.45152745768687,0.819679625366,0,"TP_60°C,50%SOC",1.4775250291492,0,1.28855332895009,1.47702746219482,0,1.3207920960717
TP_25C_0SOC,25,298.15,0,0,708.11,2.99587702252932,0.999969769856286,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,-1.25301103253555,-0.747862006174591,-1.47931980882235,-1.23933576638822
TP_25C_100SOC,25,298.15,1,100,18239,2.68249757960608,0.895494046472334,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,1.48167171859853,-0.747862006174591,1.47931980882235,1.51532101597022
TP_40C_50SOC,40,313.15,0.5,50,9031.6,2.82060513699998,0.943460560766139,0,"TP_40°C,50%SOC",0.205731333172674,0,0.0453887938416083,0.205662051698013,0,0.0685475288348198
TP_0C_50SOC,0,273.15,0.5,50,19190,2.93643606940798,0.97778411181839,0,"TP_0°C,50%SOC",-2.33785605878038,0,1.63002033617177,-2.3370687692956,0,1.66475316687773
TP_40C_0SOC,40,313.15,0,0,14695,2.91709105994244,0.97405204352292,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,0.928835229976496,0.205662051698013,-1.47931980882235,0.958446628150874
TP_40C_75SOC,40,313.15,0.75,75,708.11,2.9252483731525,0.976173173657907,0,"TP_40°C,75%SOC",0.205731333172674,0.739909074000325,-1.25301103253555,0.205662051698013,0.739659904411175,-1.23933576638822
TP_40C_50SOC,40,313.15,0.5,50,408.99,2.96553829141535,0.99193906395846,0,"TP_40°C,50%SOC",0.205731333172674,0,-1.29967143052556,0.205662051698013,0,-1.28633697036241
TP_0C_50SOC,0,273.15,0.5,50,5753.1,2.97039469081612,0.989091764935057,0,"TP_0°C,50%SOC",-2.33785605878038,0,-0.466031755804934,-2.3370687692956,0,-0.446608419377859
TP_40C_88SOC,40,313.15,0.875,87.5,1945,2.85103232036458,0.952505284359706,0,"TP_40°C,87.5%SOC",0.205731333172674,1.10986361100049,-1.06006579427039,0.205662051698013,1.10948985661676,-1.0449812625649
TP_40C_75SOC,40,313.15,0.75,75,10302,2.77372172149623,0.925607808405981,0,"TP_40°C,75%SOC",0.205731333172674,0.739909074000325,0.243561331975196,0.205662051698013,0.739659904411175,0.268167512549746
TP_10C_50SOC,10,283.15,0.5,50,12211,2.92987069908431,0.978207276430177,0,"TP_10°C,50%SOC",-1.70195921079212,0,0.541350512782044,-1.7013860640472,0,0.568131735559661
TP_40C_50SOC,40,313.15,0.5,50,10302,2.80893840283054,0.939558169957365,0,"TP_40°C,50%SOC",0.205731333172674,0,0.243561331975196,0.205662051698013,0,0.268167512549746
TP_10C_50SOC,10,283.15,0.5,50,9665.8,2.93631175475028,0.980357776628808,0,"TP_10°C,50%SOC",-1.70195921079212,0,0.144319070671206,-1.7013860640472,0,0.168200389093011
TP_60C_100SOC,60,333.15,1,100,6388.1,2.57914734972377,0.86231994032025,0,"TP_60°C,100%SOC",1.4775250291492,1.47981814800065,-0.366976685185579,1.47702746219482,1.47931980882235,-0.34682985384025
TP_60C_50SOC,60,333.15,0.5,50,708.11,2.87269056820596,0.960497473261531,0,"TP_60°C,50%SOC",1.4775250291492,0,-1.25301103253555,1.47702746219482,0,-1.23933576638822
TP_40C_62SOC,40,313.15,0.625,62.5,3286.7,2.88945996433231,0.964676173350077,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,-0.85077100962474,0.205662051698013,0.369829952205587,-0.834157795821889
TP_40C_38SOC,40,313.15,0.375,37.5,708.11,2.95190500360384,0.986372115587648,0,"TP_40°C,37.5%SOC",0.205731333172674,-0.369954537000163,-1.25301103253555,0.205662051698013,-0.369829952205587,-1.23933576638822
TP_40C_12SOC,40,313.15,0.125,12.5,12211,2.86839777861528,0.958035169892508,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,0.541350512782044,0.205662051698013,-1.10948985661676,0.568131735559661
TP_40C_62SOC,40,313.15,0.625,62.5,1945,2.91371520812649,0.972774038022325,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,-1.06006579427039,0.205662051698013,0.369829952205587,-1.0449812625649
TP_40C_0SOC,40,313.15,0,0,10939,2.93317548636601,0.979422828357824,0,"TP_40°C,0%SOC",0.205731333172674,-1.47981814800065,0.342928387068942,0.205662051698013,-1.47931980882235,0.368260341285899
TP_25C_0SOC,25,298.15,0,0,14119,2.94975208570381,0.984574097031538,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,0.838983701351695,-0.747862006174591,-1.47931980882235,0.867938826970303
TP_40C_62SOC,40,313.15,0.625,62.5,15811,2.74788105919514,0.91740858766945,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,1.10292256668705,0.205662051698013,0.369829952205587,1.13380549293823
TP_25C_100SOC,25,298.15,1,100,276.98,2.952967574041,0.985784629251329,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,-1.32026396575779,-0.747862006174591,1.47931980882235,-1.30707991278229
TP_10C_50SOC,10,283.15,0.5,50,708.11,2.97919454964705,0.994675221427581,0,"TP_10°C,50%SOC",-1.70195921079212,0,-1.25301103253555,-1.7013860640472,0,-1.23933576638822
TP_40C_62SOC,40,313.15,0.625,62.5,408.99,2.96078878862629,0.988490041034302,0,"TP_40°C,62.5%SOC",0.205731333172674,0.369954537000163,-1.29967143052556,0.205662051698013,0.369829952205587,-1.28633697036241
TP_60C_0SOC,60,333.15,0,0,10302,2.82509794324031,0.942934291449521,0,"TP_60°C,0%SOC",1.4775250291492,-1.47981814800065,0.243561331975196,1.47702746219482,-1.47931980882235,0.268167512549746
TP_25C_0SOC,25,298.15,0,0,18239,2.94064573061647,0.981534559783367,0,"TP_25°C,0%SOC",-0.748113938809723,-1.47981814800065,1.48167171859853,-0.747862006174591,-1.47931980882235,1.51532101597022
TP_60C_100SOC,60,333.15,1,100,7663.4,2.54360132537163,0.850435374825672,0,"TP_60°C,100%SOC",1.4775250291492,1.47981814800065,-0.168039785089732,1.47702746219482,1.47931980882235,-0.146439925288891
TP_40C_100SOC,40,313.15,1,100,4483,2.79732606134809,0.934455005948158,0,"TP_40°C,100%SOC",0.205731333172674,1.47981814800065,-0.664157496267363,0.205662051698013,1.47931980882235,-0.646181263613004
TP_60C_50SOC,60,333.15,0.5,50,20163,2.40750571375196,0.804960750215986,0,"TP_60°C,50%SOC",1.4775250291492,0,1.78180078296332,1.47702746219482,0,1.81764221296921
TP_40C_12SOC,40,313.15,0.125,12.5,3872.7,2.94295478130857,0.982936956971852,0,"TP_40°C,12.5%SOC",0.205731333172674,-1.10986361100049,-0.759359558627981,0.205662051698013,-1.10948985661676,-0.742078678648599
TP_10C_50SOC,10,283.15,0.5,50,3286.7,2.96279303729644,0.989199184983092,0,"TP_10°C,50%SOC",-1.70195921079212,0,-0.85077100962474,-1.7013860640472,0,-0.834157795821889
TP_25C_50SOC,25,298.15,0.5,50,708.11,2.97453973103945,0.993793662001793,0,"TP_25°C,50%SOC",-0.748113938809723,0,-1.25301103253555,-0.747862006174591,0,-1.23933576638822
TP_40C_88SOC,40,313.15,0.875,87.5,19190,2.62925294574793,0.878410709992574,0,"TP_40°C,87.5%SOC",0.205731333172674,1.10986361100049,1.63002033617177,0.205662051698013,1.10948985661676,1.66475316687773
TP_25C_100SOC,25,298.15,1,100,8300.1,2.7814245912565,0.928518698811912,0,"TP_25°C,100%SOC",-0.748113938809723,1.47981814800065,-0.0687195276671444,-0.747862006174591,1.47931980882235,-0.0463942360325203
TP_40C_75SOC,40,313.15,0.75,75,11575,2.76309607460062,0.922061965411092,0,"TP_40°C,75%SOC",0.205731333172674,0.739909074000325,0.442139449925493,0.205662051698013,0.739659904411175,0.46819603842278
TP_60C_100SOC,60,333.15,1,100,8300.1,2.52991580437002,0.845859716263697,0,"TP_60°C,100%SOC",1.4775250291492,1.47981814800065,-0.0687195276671444,1.47702746219482,1.47931980882235,-0.0463942360325203
